0.0,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
0.0,-1.37099385094814e-24,3.663541680165925e-11,-0.10000011477562572,-0.10000003597055965,-0.10000009107700236,-0.10000005966918299,-0.10000000146192807,-3.4321601003657604e-08,1.5425438653329043e-09,3.2779057138324524e-08,5.869117308921509e-23,0.0
1.4901161193847656e-08,-9.434869096202501e-24,2.9276008769053584e-10,-0.10000091705455157,-0.10000028740250871,-0.10000072770268184,-0.10000047675437843,-0.10000001168079717,-2.742299798225947e-07,1.2326740534337447e-08,2.6190323928825593e-07,4.94145030402401e-22,0.0
5.372690074837192e-08,-1.0354898657166957e-17,9.876621700562578e-10,-0.10000309114089727,-0.10000096872840271,-0.10000245287921175,-0.10000160699008821,-0.1000000393732858,-9.243774968930991e-07,4.158577558131216e-08,8.827917213117809e-07,1.8243712561669686e-21,0.0
1.3160349229466696e-07,-8.317230567264272e-17,2.3429862026420893e-09,-0.10000731771120289,-0.10000229313148391,-0.100005806696389,-0.1000038041462978,-0.10000009321195281,-2.18842708017693e-06,9.865205063755227e-08,2.089775029539364e-06,5.369689371233333e-21,0.0
2.5981062314156804e-07,-3.7414623675192134e-16,4.55397594956692e-09,-0.10001427399978992,-0.10000447262247157,-0.10001132648434528,-0.1000074201379162,-0.10000018182725147,-4.268510936474439e-06,1.9174635577122558e-07,4.076764580703197e-06,1.1612296293568328e-20,0.0
4.507447320894689e-07,-1.2261114714342206e-15,7.833153714436319e-09,-0.10002463293199153,-0.10000771735067883,-0.10001954600027216,-0.1000128042823982,-0.10000031380422945,-7.365961202553046e-06,3.2981699850257264e-07,7.036144204050455e-06,1.1919896095635588e-20,0.0
7.169611289334099e-07,-3.272664083986828e-15,1.2373534466146021e-08,-0.10003906323905157,-0.10001223558571645,-0.10003099550326502,-0.10002030332150301,-0.10000049768499983,-1.1680597803499806e-05,5.209909248903657e-07,1.1159606878609421e-05,1.9190940951769868e-20,0.0
1.0705009135998886e-06,-7.55954402492959e-15,1.835277074553821e-08,-0.10005822894332583,-0.10001823323274568,-0.10004620124856159,-0.10003026092750995,-0.10000074196818352,-1.741072941496495e-05,7.72748241917458e-07,1.6637981173047463e-05,3.3608170757449e-20,0.0
1.5234205626408212e-06,-1.566871025785929e-14,2.592788463167427e-08,-0.10008278888498971,-0.10002591335563125,-0.10006568501318057,-0.10004301722744043,-0.10000105510897525,-2.4752973932314113e-05,1.0917004055444145e-06,2.3661273526769667e-05,4.5609006439080025e-20,0.0
